url,pr,tic,title,region,cats,description
http://scooterdred.narod.ru/,0,10,"""Скутердред"" - о ремонте и эксплуатации скутеров""",,"Авто, Мотоциклы","Статьи, советы, опыт по ремонту и тюнингу."
http://freegames.myplaycity.ru/orbital_destruction,-1,0,"""Орбитальная война"" - космический 3D-шутер",,"Развлечения, Игры, Игровая, Мини-игры, Стрелялки","Агрессивная раса разумных ящериц ведет галактическую войну. Уничтожь вражеские истребители и крейсеры на орбитах планет."
http://mempex.by/,0,60,"""Мемпэкс"" - продажа строительного оборудования",Беларусь,"Бизнес, Строительство, Строительное оборудование","Производство и реализация строительного оборудования для бестраншейных технологий. Технические характеристики оборудования. Описание технологий. Контакты."
http://www.ok2invest.com/,2,40,"""ОК-2"" - финансовая компания",Украина,"Бизнес, Финансы, Реестродержатели и депозитарии","Управление ценными бумагами, брокерские услуги, интернет-трейдинг. Прайс-лист. Аналитика финансового рынка Украины. Новости компании. Форум. Контакты."
http://www.segodnyanochyu.ru/,3,140,"""Сегодня ночью"" - официальный сайт группы",,"Культура, Музыка, Рок-музыка","История и состав группы, дискография."
http://gr-ls.ru/,2,90,"""GR Consulting"" - лицензирование и сертификация",Россия,"Бизнес, Деловые услуги, Юридические услуги, Лицензирование","Услуги по лицензированию и сертификации ИСО; экологическое сопровождение деятельности организации; оформление электронной цифровой подписи. Документы необходимые для оформления лицензий. +7 (812) 309-39-51"
http://www.1gagarin.ru/,-1,1300,"""Новый Петербург"" - агентство недвижимости","Санкт-Петербург и Ленинградская область","Бизнес, Недвижимость","Продажа квартир в новостройках, в т.ч. в рассрочку, по субсидиям и с зачётом имеющейся недвижимости, а также коммерческих помещений; помощь в получении ипотеки. Онлайн-консультация. Спецпредложения."
http://www.velogon.com.ua/,3,30,"""Велогон"" - интернет-магазин спорттоваров",Украина,"Спорт, Летние виды спорта","Продажа велосипедов и велокомпонентов, горнолыжной экипировки (маски, перчатки, шлемы и др.). Технические параметры велосипедов. Условия доставки. Акции магазина."
http://www.orbakaite.ru/,3,275,"Кристина Орбакайте - официальный сайт певицы",,"Культура, Музыка, Поп-музыка","Биография, дискография, видеография, тексты песен, фотогалерея."
http://314159.ru/,3,250,"""Клуб Константа"" - научные материалы",,"Учёба, Науки, Естественные науки, Универсальные","Публикации по физике, математике, биологии и медицине, лингвистике."
http://ege.midural.ru/,4,300,"""Сайт поддержки ЕГЭ в Свердловской области""","Свердловская область","Учёба, Среднее образование, Прочее","Новости. Нормативные документы. Часто задаваемые вопросы."
http://www.black-fire.ru/,1,20,"""Черный огонь"" - частное охранное предприятие","Москва и область","Бизнес, Деловые услуги, Охранная деятельность","Охрана стационарных объектов, бизнес-центров и грузоперевозок, личная охрана, установка систем безопасности и пр. Законодательная база."
http://www.rmk-style.ru/,1,40,"""RМК-Style"" - производство радиусных комплектующих",Россия,"Бизнес, Производство и поставки, Предметы потребления, Производство и поставка мебели, Мебельная фурнитура","Поставки гнутоклееного мебельного профиля, гнутоклееных деталей и мебельных фасадов из МДФ и шпона. Фотокаталог мебели, торгово-выставочных стендов и витрин, прайс-лист. Контактная информация."
http://guitar-igra.ru/,-1,0,"""Гитарист"" - музыкальный интернет-магазин",Ростов-на-Дону,"Культура, Музыка, Гитара","Продажа гитар, струн, аксессуаров. Каталог товаров, цены. Способы оплаты. Контакты."
http://www.vtsirk.ru/,1,10,"""Популярные цирки"" - обзор московских цирков",Москва,"Дом, Семья, Родителям, Отдых и досуг с детьми",
http://kolesnyeopory.ru/,0,10,"""ВС-Групп"" - складская и грузоподъемная техника",Сибирь,"Бизнес, Производство и поставки, Оборудование, Складское оборудование","Поставка колесных и роликовых опор, гидравлических штабелеров и тележек, электрических талей и пр. Цены. Технические характеристики продукции. Способы оплаты и условия доставки. Контакты."
http://www.redz.ru/,4,170,"""Red Z group"" - бесплатный хостинг с услугами",Россия,"Hi-Tech, Интернет, Хостинги, Бесплатные хостинги","Возможность бесплатно размещать свой сайт с набором дополнительных услуг: управление DNS-зонами своих доменов, несколько сайтов на одном аккаунте, подключение своих доменов .ru, .рф, .com и др. Форум. +7 (812) 648-24-26"
http://www.golfstream-marine.ru/,2,50,"""Golfstream"" - надувные лодки",Россия,"Отдых, Туризм, Спортивный туризм, Водный туризм","Продажа лодок Golfstream (серий Base, Simple, Active, Professional, Master), мотров и аксессуаров для них. Онлайн-заявка. Советы по хранению и сборке лодок. Контакты филиалов и дилеров."
http://vk.com/app3242462,-1,0,"""Веселая охота"" - аркада",,"Развлечения, Игры, Игровая, Социальные игры, ВКонтакте, Аркады","Стреляйте из лука по птицам и прочей дичи."
http://www.pojelanie.ru/,6,350,"""Pojelanie.ru"" - пожелания и поздравления в стихах",,"Развлечения, Юмор","Коллекция поздравлений и тостов к юбилею, дню рождения, свадьбе и др. праздникам. Афоризмы. Короткие тексты поздравлений для отправки по sms."
http://StroySnab-Profi.ru/,1,250,"""Пальмира"" - поставка ЖБИ",Россия,"Бизнес, Строительство, Стройматериалы, Кирпич, камень, песок","Каталог железобетонных изделий и конструкций, строительного кирпича от различных производителей. Прайс-листы. Контакты фирмы."
http://www.pnx-spb.ru/,1,60,"""Пожнефтехим"" - системы пожаротушения",Россия,"Бизнес, Строительство, Инженерные системы, Охранно-пожарные системы","Разработка, производство и поставка противопожарного оборудования и пенообразователей; консультирование по вопросам применения оборудования и пр. Номенклатура продукции. Примеры выполненных работ."
http://www.4-rest.ru/,1,140,"""4-Rest"" - производство мебели для кафе и клубов",Москва,"Бизнес, Производство и поставки, Предметы потребления, Производство и поставка мебели","Дизайн и производство (в т.ч. на заказ) барных и административных стоек, кресел, столов и диванов для кафе, а также мебели для фитнес-клубов. Цены."
http://permksbs.ru/,-1,10,"Пермская краевая библиотека для слепых","Пермский край","Общество, НКО, Социальная жизнь, Инвалиды","Структура библиотеки. Информация о фондах. Описание услуг. Отчеты о мероприятиях. Публикации в СМИ. Режим работы, контакты."
http://www.TechnoPark.ru/,3,1300,"""Технопарк""- продажа бытовой техники и электроники",Россия,"Дом, Покупки, Бытовая техника","Интернет-магазин пылесосов, мультиварок, холодильников, стиральных машин, телевизоров и пр. Текущие акции. Варианты оплаты. Возможность покупки в кредит. Условия доставки."
http://spbteplodom.com/,1,140,"""Теплодом-СПб"" - отопительное оборудование","Санкт-Петербург и Ленинградская область","Бизнес, Производство и поставки, Машиностроение, Изделия для производств","Поставка и монтаж оборудования для систем отопления: радиаторов, конвекторов, трубопроводной арматуры, водонагревателей и пр. Технические характеристики продукции. Прайс-листы."
http://agropak.ck.ua/,0,170,"""Агропак Черкассы"" - мeшкoтаpа и aвтoмacла",Украина,"Авто, Запчасти, аксессуары","Оптовая продажа пoлипpoпилeнoвых мешков, овощных сеток, моторных масел и др. Ассортимент товаров с техническими описаниями. Контакты"
http://aikido.h17.ru/,1,10,"""Seifukan dojo"" - школа айкидо",Самара,"Спорт, Единоборства, Айкидо","Расписание занятий. История стиля. Новости школы. Фотогалерея. Контакты."
http://www.activestudy.info/,3,500,"""Зооинженерный факультет МСХА им. К.А.Тимирязева""",Россия,"Учёба, Высшее образование, Аграрные вузы","О факультете: новости, руководство, сведения о кафедрах. Архив курсовых работ, студенческих докладов, рефератов. Форум и чат."
http://prox.com.ua/,3,450,"""Prox"" - журнал об экстриме и активном отдыхе",Украина,"Спорт, Спортивная пресса","Новости экстремальных видов спорта. Результаты соревнований. Календарь спортивных событий. Архив номеров с 2006 года. Фотогалерея. Форум. Контакты."
http://www.spospk.ru/,3,50,"""Северский промышленный колледж""","Томская область","Учёба, Среднее образование, Колледжи, техникумы","Специальности. Информация для абитуриентов, студентов и дипломников. Официальные документы. Студенческая жизнь. Советы психолога по сдаче экзаменов. Контакты (г. Северск-36)."
http://www.bernina.ua/,2,20,"""Bernina"" - производитель швейной техники",Украина,"Дом, Покупки, Бытовая техника, Производители и марки бытовой техники","Каталог товаров: швейные и швейно-вышивальные машины, оверлоки, швейные принадлежности. Технические обзоры продукции. Адреса дилеров. Новости компании. Каталог швейных проектов."
http://xn--k1agj8b.com.ua/,1,10,"""Лось"" - служба такси",Крым,"Справки, Транспорт, Такси и прокат автомобиля","Услуги по перевозке пассажиров и грузов. Тарифы. Фотогалерея. Контакты."
http://www.ruslaminat.ru/,1,150,"""Русский ламинат""- производство и продажа ламината",Центр,"Дом, Квартира и дача, Стройматериалы, Напольные покрытия, паркет","Каталог ламинированных древесно-стружечных плит и мебельных кромок. Прайс-лист. Контакты."
http://www.UAPortal.com/,6,2300,"""Украинский портал""",Украина,Универсальное,"Каталог украинских сайтов, сервисы, информеры, информация и развлечения, общение."
http://webstarco.narod.ru/,3,90,"""Детские образы в русской живописи""",,"Культура, Изобразительные искусства, Живопись","Работы иконописцев и художников XVIII-XX в. Биографии художников."
http://osbez-cctv.ru/,3,1500,"""Компания ОСБез"" - системы видеонаблюдения",Россия,"Бизнес, Производство и поставки, Оборудование","Продажа оборудования для создания систем видеонаблюдения под ключ: видеокамер для улиц и помещений, видеосерверов, мониторов и др. Интернет-магазин. Информация о дополнительных услугах."
http://www.floraland.ru/,0,70,"""Амадей"" - поставки растений",,"Бизнес, Производство и поставки, Прочее","Оптовая продажа срезанных цветов, посадочного материала, горшечных растений, товаров для флористов, удобрений. Каталог товаров, прайс-листы. Условия доставки и оплаты."
http://www.ecostandard.ru/,3,100,"""Экостандарт"" - экологические экспертизы",Россия,"Бизнес, Деловые услуги, Прочее","Услуги: экологические экспертизы недвижимости, химические анализы воды и воздуха, измерение электромагнитного поля и радиации и др. Технические решения. Заказ услуг он-лайн. Ответы на вопросы."
http://www.uui-rb.ru/,-1,0,"Уфимское училище искусств","Республика Башкортостан","Учёба, Среднее образование, Колледжи, техникумы","Информация об отделениях и специальностях. Правила приема. Контакты."
http://www.pseudology.org/,5,1300,"""Псевдология"" - интернет-издание",,"СМИ, Периодика, Прочее",
http://www.atlantics.ru/,3,550,"""Атлантикс"" - производство торгового оборудования",Москва,"Бизнес, Производство и поставки, Оборудование, Торговое оборудование","Изготовление и продажа витрин и подиумов, стеллажей, прилавков, демонстрационных стендов и др. Каталог торгового оборудования."
http://www.nevajournal.ru/,3,60,"""Нева"" - литературный журнал",Россия,"Культура, Литература, Универсальное","Информация о редакции, издательских проектах, школе-судии. Перечень опубликованных статей и литературных произведений. Номера журнала в формате pdf."
http://ashk.ru/,3,250,"""АвтоШинная компания"" - оптовые поставки шин",Россия,"Бизнес, Производство и поставки, Машиностроение, Автозаводы, Запчасти и агрегаты","Поставки шин отечественного производства для легковых, грузовых и легкогрузовых автомобилей, сельхозтехники и др. Подбор шин по размеру, рисунку, марке авто. Информация о дилерах и партнерах."
http://ufanta.ru/,1,10,"""Уфимская тусовка"" - форум",Уфа,"Развлечения, Универсальное",
http://www.Juke.ru/,2,90,"""Juke.ru"" - автоклуб владельцев Nissan Juke",Россия,"Авто, Автолюбители","Обсуждение особенностей автомобиля, вопросов его эксплуатации и обслуживания. Бортовые журналы автовладельцев. Объявления о встречах."
http://www.kinonews.ru/,6,2200,"""KinoNews.ru"" - новости кино",,"Культура, Кино, Журналы и порталы о кино","Анонсы киноновинок, трейлеры и кадры из фильмов, рецензии, интервью, статистика кассовых сборов и др."
http://chechnyatoday.com/,5,700,"""Чеченская республика сегодня"" - интернет-издание",,"СМИ, Информационные агентства","Новости республики, аналитические материалы по общественно-политической тематике, интервью с известными персонами. Видеоролики и фотоотчеты. Электронная библиотека. Каталог чеченских сайтов."
http://www.sklaw.com.ua/,5,20,"""Spenser & Kauffmann"" - юридическая фирма",Украина,"Бизнес, Деловые услуги, Юридические услуги, Другие юридические услуги","Практики: антимонопольное, конкурентное и коммерческое право, арбитраж и судебный процесс и др. Описание проектов. Резюме юристов. Юридические публикации. Новости компании. Контакты."
http://www.chernogoriya-club.ru/estate,3,600,"""Chernogoriya-club.ru"" - недвижимость в Черногории",Черногория,"Бизнес, Недвижимость, Зарубежная недвижимость","Доска объявлений по продаже домов, квартир, участков земли. Советы покупателям. Форум. Персоналии: риелторы, строители, юристы и др."
http://kreaved.ru/,0,20,"Александр Мадич и Михаил Панов- креативные ведущие",Москва,"Дом, Все для праздника, Организация праздников","Организация и ведение мероприятий: свадеб, дней рождения, корпоративов. Портфолио. Контакты."
http://sweet-home-realty.ru/,3,160,"""Sweet Home"" - недвижимость в Болгарии",Россия,"Бизнес, Недвижимость, Зарубежная недвижимость","Продажа недвижимости в Болгарии. База объектов: квартиры, коттеджи, дачи, земельные участки. Фильтр подбора. Статьи о стране."
http://ruzbiblioteka.ru/,0,0,"""ЦБС Рузаевского муниципального района""","Республика Мордовия","Культура, Литература, Государственные  библиотеки","Информация о центральной библиотеке и филиалах. Правила пользования. Предоставляемые услуги. График работы, контакты."
http://www.intertool.kiev.ua/,4,90,"""Интертул Киев"" - выставка инструментов",Украина,"Дом, Квартира и дача, Дача и участок","Выставка посвящена инструментам, станкам, крепежам и материалам, предназначенным для работы мастеров, предприятий и бытового использования. Информация для участников. Фотоотчеты с прошедшей выставки."
http://belhimplast.by/,3,80,"""Белхимпласт"" - производство пластиковых изделий",Беларусь,"Бизнес, Производство и поставки, Химическая промышленность, Прочее","Разработка, изготовление и продажа пластиковых емкостей для воды, канализационных колодцев, бункеров, биотуалетов, песочниц, пр. Прайс-листы. Адреса магазинов и складов. Новости и акции предприятия."
http://www.uuc.ru/,1,60,"""Уральские универсальные коммуникации""",Урал,"Hi-Tech, Сети и связь, Коммуникационное оборудование","Поставка оборудования для систем коллективного приема телевидения, радио, спутниковой связи, для телерадиостудий (терминалы, конвертеры, кабели и др.). Перечень оборудования. Цены. О компании."
http://www.pozd.ru/index.php?cat=617&scat=876&lens=1,-1,0,"""Коллекция сценариев ко Дню учителя на Pozd.ru""",,"Дом, Все для праздника, Тосты и сценарии",
http://www.pilot-nissan.ru/,2,250,"""Автопилот"" - сервисный центр Nissan и Infiniti",Москва,"Авто, Техническое обслуживание, Японские автомобили","Техническое обслуживание, диагностика и ремонт (в т.ч. кузовной) автомобилей Nissan и Infiniti. Онлайн-расчёт стоимости услуг и заказ запчастей."
http://patrioty.info/,3,30,"""Патриоты"" - пейнтбольный клуб",Минск,"Спорт, Экстремальный спорт","Пейнтбол, тир, прокат квадроциклов. Цены. Используемая амуниция. Контакты."
http://www.debary.com/,3,0,"""Marquette de Bary"" - дисконтный брокер",США,"Бизнес, Финансы, Брокеры и управление активами","Общее описание предлагаемых услуг в качестве дисконтного брокера. Таблица по комиссионным ставкам, комиссионные по опционам. Историческая справка о деятельности компании. Сайт на английском языке."
http://RentEnergo.ru/,1,20,"""РентЭнерго"" - дизельные генераторы",Санкт-Петербург,"Бизнес, Производство и поставки, Электроника и электротехника, Электротехника, Электростанции, генераторы, ИБП","Аренда, продажа и сервисное обслуживание автономных электростанций FG-Wilson, Cummins, Atlas Copco. Комплектация, условия аренды, онлайн-заявка."
http://www.unico94.ru/,2,180,"""Юнико-94"" - юрфирма",Россия,"Бизнес, Финансы, Налоги","Юридические и аудиторские услуги, налоговый консалтинг для фармацевтических предприятий. Обзоры законодательства. Разработка ПО ""Консультант. Медицина. Фармацевтика"": демо-версия, цены."
http://www.salon-melissa.ru/,0,20,"""Мелисса"" - салон красоты",Москва,"Дом, Мода и красота, Салоны красоты","Косметология, макияж, парикмахерские услуги, массаж, пр. Описание услуг, цены. Координаты салона."
http://www.atolremont.ru/,2,90,"""Атол"" - ремонт и строительство",Санкт-Петербург,"Бизнес, Строительство, Ремонт и отделка","Ремонт и дизайн квартир и офисов, строительство загородных домов. Цены. Контакты."
http://www.vaztt.ru/,3,50,"""ВАЗ не догонят"" - статьи о тюнинге ВАЗ",Россия,"Авто, Техническое обслуживание, Автомобили ВАЗ","Статьи о тюнинге двигателей, звука, обвеса; о стайлинге, и эксплуатации автомобилей ВАЗ."
http://okshop.by/,3,20,"""OKshop.by"" - универсальный интернет-магазин",Беларусь,"Дом, Покупки, Инструменты","Продажа аудио-, видео- и бытовой техники, электроинструмента, детских товаров и пр. Цены. Условия доставки, возможность самовывоза. Контакты."
http://www.moscow-region.ru/,1,140,"""Паспарту"" - агентство отдыха в Подмосковье","Москва и область","Отдых, Туризм, Санатории и пансионаты, Курортные агентства и справочники","О компании (Москва). Информация о подмосковных пансионатах, санаториях и домах отдыха: номера, цены, дополнительные услуги (бассейн, сауна, корты и др.). Фотокаталог подмосковных пансионатов."
http://www.atarata.ru/flash-game/ugly-towers,-1,0,"""Мерзкие башни (Ugly Towers)"" - стройаркада",,"Развлечения, Игры, Аркады","Собирайте башни из блоков различной формы, учитывая силы тяготения и балансировку фигур. Фигуры замечательны тем, что у них мерзкие физиономии. Они очень не хотят, чтобы из них собирали строительные конструкции, поэтому морщатся, охают и шатаются.  "
http://taxi-business.com/,1,20,"""Бизнес Класс"" - служба бизнес-такси",Тюмень,"Справки, Транспорт, Такси и прокат автомобиля","Предоставление автомобильного транспорта с водителем для корпоративных клиентов: обслуживание деловых поездок, встречи в аэропорту и другие услуги. Информация об автопарке и тарифах. Онлайн-заказ."
http://stiltour-france.ru/,1,80,"""Stil Tour France"" - туристическая компания",Россия,"Отдых, Туризм, Туры и экскурсии, Круизы","Организация и проведение экскурсий и бизнес-туров в Париж и Францию, аренда апартаментов, транспортные и консьерж-услуги. Цены. Онлайн-заказ билетов в кабаре, на круизы, детские праздники."
http://import21.ru/,2,20,"""Экспресс-Терминал"" - таможенные услуги",Москва,"Бизнес, Деловые услуги, Таможенные услуги","Таможенная очистка и оформление грузов, логистика, консалтинг. Онлайн-заявка на услуги. О компании. Контактная информация."
http://www.provimi.ru/,3,100,"""Провими"" - агропромышленная фирма",Россия,"Бизнес, Производство и поставки, Агропром, Сельское хозяйство","Поставки белково-витаминных минеральных добавок для животных, спецкорма для пушных зверей, корма для рыб и т.п. Система регистрации партнеров."
http://www.cleanexpo.kz/,3,60,"""Чистящие и моющие средства и оборудование""",,"Бизнес, Производство и поставки, Оборудование","Центрально-азиатская международная выставка: план, список участников, контакты, отчеты."
http://ladynews.com.ua/,2,275,"""Ladynews"" - портал для леди",,"Дом, Мода и красота, Универсальное","Новости из жизни знаменитостей и мира моды, фоторепортажи. Советы по уходу за телом, подбору одежды и пр. Рубрика о мужчинах."
http://www.arzis.ru/,2,50,"""Арзис премиум"" - юридическая фирма","Москва и область","Бизнес, Деловые услуги, Юридические услуги, Виртуальная юридическая консультация","Разработка и регистрация товарных знаков, патентование изобретений, моделей, промышленных образцов, защита нарушенных авторских прав и др. Стоимость услуг. Онлайн-консультации. Тематические статьи."
http://www.mosgorzdrav.ru/chlg,2,10,"""Челюстно-лицевой госпиталь для ветеранов войн""",Россия,"Дом, Здоровье, Специализированная медпомощь, Стоматология","Стоматология, челюстно-лицевая хирургия, лечение соматических заболеваний. О работе отделений. Контакты. Правила приема ветеранов и населения."
http://www.oknaweka.ru/,1,160,"""Окна Века"" - изделия из профиля Veka",Санкт-Петербург,"Бизнес, Строительство, Стройматериалы, Окна, жалюзи","Производство и продажа металлопластиковых окон, дверей, металлоконструкций; остекление фасадов. Описание продукции. Калькулятор стоимости. Выполненные проекты."
http://www.tckhab.khv.ru/,2,10,"""Хабеко Партнёр"" - технический центр",Хабаровск,"Бизнес, Все для офиса, Оргтехника, Копировальная и оргтехника","Продажа копировальной техники, принтеров, расходных материалов, гарантийное обслуживание. Каталог продукции с описанием. Регистрационная форма клиента."
http://www.game-cinema.ru/,1,80,"""Game-cinema"" - игровые приставки и консоли",Россия,"Развлечения, Игры","Продажа приставок и консолей (Sony PlayStation 3, Xbox 360, Dendy, Sony PSP Slim, PS Vita), игр для них. Онлайн-заказ, условия оплаты и доставки. Обслуживание, ремонт и прошивка приставок. Контакты."
http://nvo.ng.ru/,6,2400,"""Независимое военное обозрение"" - газета",Россия,"Общество, Власть, Силовые структуры","Сетевая версия приложения ""Независимой газеты"", посвященному проблемам армии, военным конфликтам, истории войн, вооружению. Архив ведется с сентября 1999 года."
http://www.ourgames.ru/igra/Zombie-vs-Hamster.html,3,0,"""Zombie vs Hamster (Зомби против хомяка)""",,"Развлечения, Игры, Игровая, Флеш-игры, Аркады","Флеш-драка. Управление - стрелки на клавиатуре и клавиши ""Z"" и ""X""."
http://www.vitus.ru/,3,120,"""Витус"" - инвестиционная компания",Пермь,"Бизнес, Финансы, Брокеры и управление активами","Описание услуг по проведению операций на биржах и внебиржевом рынке с акциями, облигациями и векселями. Перечень юридических услуг. Аналитика, комментарии."
http://www.teorema.info/,3,900,"""Теорема"" - управляющая компания",Санкт-Петербург,"Бизнес, Недвижимость, Управляющие компании","Комплексное управление коммерческой недвижимостью: подготовка к эксплуатации, сдача в аренду и обслуживание бизнес-центров. Информация об объектах. +7 (812) 333-04-44"
http://www.aerokomfort.ru/,2,450,"""Аэрокомфорт"" - продажа климатической техники",Москва,"Дом, Покупки, Кондиционеры и обогреватели","Каталог оборудования, описание решений: бытовые и центральные системы кондиционирования, системы искусственной вентиляции, водяного отопления. О компании. Предложение услуг установки."
http://sandom.ua/,-1,130,"""SanDom"" - интернет-магазин сантехники",Украина,"Дом, Квартира и дача, Сантехника","Душевые кабины, гидромассажные ванны, душевые боксы, гидромассажные панели и др. Каталог товаров с техническими характеристиками. Прайс-лист. Условия оплаты и доставки. Контакты."
http://www.El-Generators.ru/,1,60,"""Эль Индустрия"" - поставки генераторов",Россия,"Бизнес, Производство и поставки, Электроника и электротехника, Электротехника, Электростанции, генераторы, ИБП","Поставки дизельных и бензогенераторов портативного и стационарного типа. Подбор оборудования по бренду, мощности, напряжению. Онлайн-заказ."
http://belpanel.ru/,3,1200,"""Белпанель"" - стеновые и кровельные сэндвич-панели",Россия,"Бизнес, Строительство, Стройматериалы, Кровля","Производство и монтаж стеновых и кровельных сэндвич-панелей, ограждающих конструкций; изготовление евротары, грузовых строп, металлоконструкции под заказ. Сведения о компании. Контакты."
http://www.gmphoto.ru/,3,30,"""GM Photo"" - фотошкола и фотостудия",Екатеринбург,"Культура, Фотография, Фотостудии и агентства","Интерьерная съемка, портрет, репортаж и др. Стоимость услуг. Фотокурсы: программы обучения, расписание и цены. Галерея работ."
http://www.hpc.ru/soft/software.phtml?id=7885,-1,0,"""Пасьянсы Can't Stop"" - коллекция пасьянсов",,"Развлечения, Игры, Азартные игры",
http://finance.ua/,6,4700,"""Finance.ua"" - финансовый рынок Украины",,Бизнес,"Обзор новостей и материалов о состоянии финансовых рынков Украины. Экономические показатели: таблицы и графики. Курсы валют. Народный рейтинг банков."
http://www.solovky.ru/,5,230,"""Соловецкий музей-заповедник""","Архангельская область","Культура, Музеи, Историко-архитектурные музеи","Афиша мероприятий, аннотации, стоимость экскурсий. Описание галерей, электронные коллекции, список литературы по Соловкам, ГИС-карта. Архив новостей о мероприятиях."
http://www.vinogradov.tv/,0,10,"Сергей Виноградов - актер",,"Культура, Кино, Актеры и режиссеры","Автобиография. Роли в театре и кино, телевизионные проекты, режиссерские работы. Интервью с актером. Фотоальбом."
http://www.arabella.ru/,2,110,"""Арабелла"" - мужская одежда и аксессуары",Россия,"Бизнес, Производство и поставки, Предметы потребления, Швейная промышленность","Оптовая продажа мужских сорочек, трикотажа, курток, галстуков и аксессуаров торговых марок: Berthier, Carpenter, GREG и Casino. Каталог. Прайс-лист (доступен после регистрации). Контакты."
http://art-rb.ru/,1,10,"Академия розничных технологий - услуги для бизнеса",Москва,"Учёба, Курсы, Бизнес-образование","Консалтинг, бизнес-обучение, информационная поддержка в сфере розничной и оптовой торговли одеждой, обувью и аксессуарами. Онлайн-заявка. Расписание тренингов."
http://Gerbor.dp.ua/,0,0,"""Gerbor"" - сеть мебельных салонов","Кривой Рог","Дом, Покупки, Мебель и интерьер, Кухонная мебель","Продажа кухонь, спален, детских комнат и др. Каталог товаров. Фотогалерея. Контакты."
http://www.baba-utya.com/,3,20,"""Музей восковых фигур у Бабы Ути""",Одесса,"Культура, Музеи","Фотогалерея экспонатов музея: звезды театра и кино, исторические деятели, сказочные персонажи. Новости музея. Контакты."
http://kudago.com/,6,2400,"""KudaGo.com"" - развлечения в Москве",Москва,"Отдых, Где развлечься, Афиша","Афиша фестивалей, концертов, экскурсий, выставок, театральных представлений и др. мероприятий. Справочник интересных мест города."
http://www.uncm.ru/,4,90,"""Союз производителей композитов""",Россия,"Общество, НКО, Бизнес, инфраструктура","Руководство и состав Союза. Информация о текущих проектах и мероприятиях, статистические данные по отрасли. Архив статей и публикаций о композиционных материалах."
http://www.eshkol.ru/,4,160,"""Эшколь"" - еврейский культурный проект",Россия,"Общество, Религия, Иудаизм","Анонсы общественных и культурных событий, связанных с израильской и еврейской культурой. Отчеты о прошедших мероприятиях. Видео- и фотоархив."
http://SportSeason.ru/,2,150,"""Sport season"" - интернет-магазин спорттоваров",Россия,"Спорт, Зимние виды спорта, Универсальное","Продажа велосипедов, самокатов, санок, лыж, коньков и пр. Продажи оптом и в розницу, прайс-лист. Контактная информация. +7 (495) 380-36-39"
