url,pr,tic,title,region,description
http://www.detskii-dom-9.ru,3,20,"Детский дом №9 города Череповца",Череповец,"МОУ для детей-сирот и детей, оставшихся без попечения родителей. Историческая справка, информация о приоритетных направлениях деятельности и реализуемых программах. О деятельности Городского центра ""Наши дети""."
http://www.photodreamstudio.ru,2,80,"Устюжанин Андрей - профессиональный фотограф","Набережные Челны","Информация об мастере и десятки авторских галерей с предпросмотром."
http://aquawomen.at.ua,1,0,"Aquawomen - интернет магазин снаряжения для подводного плавания",Киев,"Иллюстрированный каталог товаров: баллоны, гидрокостюмы, компрессоры, ласты, маски и др. Информация об оплате, доставке, новых товарах."
http://www.psycademy.ru/,1,0,"Высшая школа психосоциальных технологий управления",Москва,"Сведения о программе обучения, технологиях классической и интерфейсной психологии,  системе дистанционного обучения. Материалы отечественных и зарубежных психологов."
http://www.cuby.net,2,20,"Cuby, ООО - автоматизация управления предприятием",Санкт-Петербург,"Разработка, внедрение программ автоматизации управления предприятием. Размещение серверов портала и баз данных. Статьи по выбору технологии автоматизации и реализации. Консультирование по вопросам IT."
http://salon.my1.ru,-1,0,"Дамский салон - каталог статей для женщин",Санкт-Петербург,"Статьи и советы для женщин, объединенные в разделы - стройность, красота, здоровье, психология, мужчины, дети, карьера, рукоделие."
http://forum.aboutbulgaria.biz/,3,190,"О Болгарии по-русски - форумы",Москва,"Туристический форум. Поиск попутчиков."
http://www.scandinavian.net/,6,90,"Scandinavian.net - услуги авиасервиса в Скандинавии",Стокгольм,"Заказ и бронирование билетов. Программа ""EuroBonus"". Полезная информация для пассажиров."
http://www.dal-consult.com,2,110,"D.A.L. Consult - консалтинговая компания",Москва,"Регистрация оффшорных компаний, открытие банковских счетов, офисные услуги, низконалоговые схемы, готовые фирмы."
http://rezept.ucoz.ru/,3,0,"Rezept - кулинарные рецепты",Казань,"Кулинарные рецепты блюд, которые авторы готовили сами, и которые проверены временем."
http://space.com.ua/,5,350,"Аэрокосмический портал Украины",Киев,"Аэрокосмические новости, новости законодательства. Справочники ""Авиация"" и ""Космонавтика"". Актуальные статьи и интервью. Страницы истории. Анонс событий."
http://www.cats-club.ru,3,425,"МФА - Международная фелинологическая Ассоциация",Москва,"Клубы любителей кошек России, Молдавии и Украины объединились под эгидой данной организации. Все о работе МФА, о выставках, породах, клубах и питомниках. Лучшие кошки года. Породы и мульки."
http://rticom.nm.ru,-1,0,"Альпин - модернизация мототехники",Бобруйск,"Производство нагнетателей для авто и мото техники. Модернизация автомобилей."
http://cvetiki.ru,3,170,"Цветики.ру - о детях-сиротах Нижегородской области","Нижний Новгород","О детях, находящихся под опекой государства в Нижегородской области. Информация о детских учреждениях, органах опеки и попечительства, благотворительных мероприятиях."
http://sp.zdt.ru,3,20,"Sphere Panorames",Москва,"Программное обеспечение для панорамного трехмерного фото и видео, сшивание, просмотр, обработка."
http://www.metalloobrabotka.narod.ru,0,0,"Brique - изготовление и продажа изделий из нержавейки и стекла",Москва,"Козырьки, перегородки, мебель, фасады из нержавейки и закаленного стекла."
http://www.officeformac.com,-1,0,"Microsoft Office for Mac - тестовая версия пакета для Макинтошей",Нью-Йорк,"Загрузка тестовой версии. Условия приобретения. Информация о других продуктах."
http://www.fg.ru,4,500,"Fashion Guide - журнал о моде",Москва,"Ежедневный журнал о моде, издаваемый с 1999 года. Ежедневные новости моды, галереи моделей, фоторепортажи, статьи, портреты дизайнеров и другое."
http://www.armsport.spb.ru,0,30,"Федерация Армреслинга Санкт-Петербурга",Санкт-Петербург,"Официвльная информация. Календарь соревнований. Результаты соревнований. Правила соревнований. Методика тренировок. Новости. ""Кубок мечты"". Публикации."
http://crimea.hohland.com/,2,10,"Базы отдыха Крыма",Ялта,"Адреса и телефоны пансионатов Крыма. Более 600 санаториев, баз отдыха, детских лагерей и гостиниц."
http://www.midaus.com/,3,80,"Мидаус - мы просто измеряем давление",Ульяновск,"Микроэлектронные датчики и преобразователи избыточного, абсолютного  давления,  давления-разрежения, блоки питания для предприятий газодобывающей промышленности, энергетики, металлургии."
http://www.elsu.ru/,5,850,"Елецкий государственный университет имени И.А. Бунина",Елец,"Информация о вузе, новости, факультеты и кафедры, форумы, учебный и научный процесс, форумы."
http://cooper.narod.ru/zond/,-1,0,"Зонд - неразрушающий контроль",Санкт-Петербург,"Специализируется на решении задач ультразвукового контроля металлоконструкций на транспорте и в других отраслях."
http://www.autoinrussia.com,1,10,"Автомобили в России - описание автомобилей",Москва,"Описание некоторых моделей автомобилей."
http://aqarostov.ru,2,0,"Аквариумисты Ростова - о выборе аквариума",Ростов-на-Дону,"Сайт и форум аквариумистов Ростова-на-Дону. об аквариумных рыбках, водорослях, улитках и других обитателях."
http://michelin.ru,5,650,"Группа Мишлен - мировой производитель шин",Москва,"Корпоративный сайт Группы Мишлен, подбор шин, подбор дилера, информация о шинах, советы профессионалам и автолюбителям."
http://www.Econna.narod.ru,-1,0,"Учебник жизни - практическое руководство для лиц мужского пола",Москва,"О жизни, как преуспеть, решить проблемы, поумнеть. Для мужчин."
http://sevsite.info,0,0,"Севастополь - сайт города",Севастополь,"О городе Севастополе, справочная информация о севастопольских компаниях, фирмах и организациях."
http://www.ferghana.ru/alib_all.html,3,2400,"Алибеков Сергей - художник",Фергана,"Коллекция узбекских тюбетеек, фотографии, эссе о тюбетейке. Художественные работы автора. Биография."
http://allpif.ru,2,500,"AllPif.ru - финансово-аналитическая энциклопедия пайщика",Санкт-Петербург,"Аналитика паевых инвестиционных фондов и доверительного управления. Актуальные финансовые новости, котировки индексов и стратегии инвестирования."
http://ds.kalugacity.ru,0,10,"Декоративные свечи - продажа сувенирных свечей",Калуга,"Продажа декоративных и подарочных свечей."
http://www.medin-n.ru,1,30,"Медин-Н, ООО - изготовитель хирургического шовного материала, атравматических игл",Екатеринбург,"О компании. Описание выпускаемой продукции. Прайс-лист. Контакты."
http://50troick.ru/,0,0,Троицк,Троицк,"Адресно-телефонный справочник организаций и предприятий города Троицка Московской области."
http://www.gicpv.ru,4,170,"Главный испытательный центр питьевой воды",Москва,"Анализ питьевых и сточных вод. Сертификация фильтров. Проверка качества водопроводной, родниковой воды, воды из колодцев. Анализ воды для предприятий и частных лиц."
http://www.ets.ru/livelang/rarus.htm,4,375,"Новые русские аббревиатуры",Москва,"Современные сокращения."
http://www.vn.ru/,4,1900,"Вечерний Новосибирск",Новосибирск,"Городские новости: экономика, политика, культура, происшествия."
http://www.ustu.ru,6,4400,"Уральский государственный технический университет","Свердловская обл.","Управление, ректорат, филиалы, факультеты, центры, организации, наука, образование."
http://www.chat.ru/~alexpolenov/,3,5800,"Генеалогия русских дворянских родов",Санкт-Петербург,"Генеалогии титулованных фамилий: Рюриковичей, грузинских царевичей, польско-литовских князей, татарских князей, немецких и других иностранных баронов и графов."
http://www.danilova.ru/,5,1300,"Раннее развитие детей - для заботливых родителей",Москва,"Рекомендации детей: чтение (кубики Зайцева и др.), счет, развитие речи; музыка; эстетическое, интеллектуальное, физическое развитие. Кладовая (стихи, песни, сказки), Клуб родителей, магазин и другое."
http://glasko-paper.narod.ru/,0,0,"Гласко - туалетная бумага",Самара,"Производство гигиенической туалетной бумаги."
http://www.rekvizit.ru,2,0,"Реквизит - компьютерный магазин",Санкт-Петербург,"Поставка: компьютеры, комплектующие. Программное обеспечение. Модернизация. Техническая поддержка. Консультации."
http://sailormoonn.narod.ru/,0,0,"Мир Сейлор Чиби Мун - страница Элои",Москва,"Материалы о сериале Сэйлор Мун. Видео, игры."
http://www.osa.org/,7,250,"Оптическая сеть OSA",,"Электронные журналы, поиск книг, библиотечные услуги. Новости оптики, конференции и технические программы."
http://www.geometria.ru,5,4100,"Geometria.ru - продюсерско-креативный центр",Санкт-Петербург,"О деятельности: веб-дизайн, Фотостудия. Коллекция фотографий с вечеринок, концертов и других модных событий. Каталог красивых и модных людей. Форум."
http://www.teplicy-parniki.ru,2,0,"Теплицы-Парники.ру - продажа и сборка теплиц, парников","г. Москва, ш. МКАД, 41-й километр,","Продажа, доставка и монтаж дачных теплиц и парников под сотовый поликарбонат или пленку. Фото, габариты, комплектация теплиц и парников, цены."
http://www.topsys.spb.ru,5,0,"Топливные системы - оборудование",Санкт-Петербург,"Производитель авто- и мотокарбюраторов, бензонасосов, элементов систем электронного впрыска топлива."
http://beer-club.narod.ru,0,0,"Клуб любителей пива",Ульяновск,"О клубе, турниры, как стать членом клуба."
http://www.masterfibre.ru/,2,40,"MasterFibre - производство антискользящих покрытий",Москва,"Описание продукции и цены: коврики для лестниц и придверных участков пола."
http://www.cph.dk/,6,120,"Копенгаген - аэропорт Дании",Копенгаген,"Новости, полное расписание полетов, карта аэропорта, услуги."
http://ivleva.narod.ru,-1,0,"Ивлева Катя - прозаик",Киев,"Проза, пьесы, сценарии. Домашняя страница автора."
http://www.aing.ru,4,140,"Внетелесные путешествия - психотехнология",Москва,"Техники и практика моделирования ситуаций с помощью подсознания."
http://sokna.ru/,3,50,"Совершенные окна - изготовление пластиковых и алюминиевых окон и дверей",Москва,"Каталог продукции. Типовые вопросы. Информация о пластиковых окнах, стеклопакетах, их установке, о том как выполняется отделка откосов и остекление балконов. Сведения по организации собственного производства пластиковых окон."
http://www.navode.ru/,2,40,"AlphaYachts - продажа катеров и моторных яхт",Москва,"Иллюстрированный каталог катеров и моторных яхт от ведущих производителей - Glastron, Martinique, Carver, Nuvari, Dominator. Описания, технические характеристики, фотографии и др. Словарь терминов."
http://spider-man-new.ru,-1,0,"Человек Паук 4 - о фильме",Москва,"О фильме, медиа-материалы, трейлеры, новости, актерский состав."
http://autostudio.ru,2,300,"Автостудия - центр установки автосигнализаций",Санкт-Петербург,"Установка автосигнализаций, иммобилайзеров, автопейджеров, поисково-охранных систем, датчиков, замков, автомагнитол, ксенона, парктроников и другой автоэлектроники в автомобили и мотоциклы всех марок и моделей. Тонировка, шумоизоляция."
http://www.shevchenko.com.ua,3,50,"Клуб знаменитых Шевченко",Киев,"Сообщество известных людей, носящих фамилию Шевченко и имеющих сайты в Интернете. Фотографии и краткий рассказ о каждом из участников."
http://www.strahovkinet.ru,1,0,"Страхование в России",Москва,"Обзор страхового рынка. Информация для потребителей страховых услуг и страховщиков. Мониторинги законодательства, новости страхового бизнеса, статистика, публикации."
http://stenakontakta.my1.ru,0,0,"Коллекции граффити для сайта в контакте",Энгельс,"Картинки граффити на стену в контакте на тему имена, автомобили, день рождение, новый год, люди, любовь, черно-белые, Windows, персонажи, надписи, футбол, 23 февраля, 8 марта. Возможность загрузите на стену друга картинку с помощью специальной программы."
http://www.merrylink.ru,3,1200,"МЛ - салон дверей",Москва,"Двери испанские межкомнатные. Прием заказов по телефону, выезд консультанта к заказчику. Прайс-лист и каталог с фотографиями."
http://femida.od.ua,-1,0,"Чебаненко А.Н. - адвокат",Одесса,"Защита и представительство в уголовных, административных, гражданских делах."
http://www.spbvedomosti.ru/,6,2300,"Санкт-Петербургские Ведомости, г. Санкт-Петербург",Санкт-Петербург,"Ежедневная городская газета. Новости северной столицы, очерки об известных людях и исторические зарисовки, спортивные события и культурная жизнь города."
http://www.battlestreet.narod.ru/,-1,0,"Battle Street crew",Москва,"Команда Battle Street. Информация о брейк-командах, рэп-группах, школах брейк-данса."
http://www.ballet.co.uk,5,40,"Английский балет Брюса МАРРИОТА",Лондон,"Информационный сервер английского балета. Иллюстрированная информация о коллективе, руководителе, танцоорах. Репертуар и календарь выступлений, гастроли. Публикации в прессе. Фотоиллюстрации."
http://community.livejournal.com/by_banya/,3,10000,"С лёгким паром",Минск,"Коллективный блог сообщества любителей бани Беларуси. Бани и все, что с ними связано. Статьи, заметки, обсуждения, ответы на вопросы."
http://rabotavia.ru/,3,0,"Работа и вакансии - поиск работы",Москва,"База вакансий и резюме. Каталог работодателей и кадровых агентств."
http://www.villas-ets.ru,1,0,"Евротурсервис - туристическая фирма",Москва,"Аренда вилл во Франции, Испании и Италии."
http://www.spectr-u.spb.ru,0,0,"Спектр - кадровое агентство",Санкт-Петербург,"Подбор квалифицированного персонала для дома и семьи: няни, гувернеры, водители, повара."
http://gumor.at.ua,-1,0,"Смех - не грех!",Макеевка,"Анекдоты, перлы из жизни, рассказы."
http://www.aziauto.ru,0,0,"Aziauto.ru - запчасти для автомобилей Kia, Hyundai, Daewoo, Chevrolet, SsangYong",Москва,"Продажа оригинальных запчастей для автомобилей Киа, Хундай, Дэу, Шевроле, Cанг Енг. Доставка по Москве и Московской области."
http://aesin.ru/,1,10,"Блог Александра Есина",Ульяновск,"Заметки о создании, SEO, SMO оптимизации, о продвижении сайта и заработке на его основе."
http://alur.ee,2,20,"Alur - хостел",Таллин,"Мини-отель в центре Таллинна, Эстония. Недорогое проживание, размещение гостей и туристов города Таллинна. Бронирование, заказ номеров. Цены, фотографии, карта."
http://meteo.perm.ru/,3,40,"Погода в Перми: текущее состояние",Пермь,"Текущее состояние погоды в Перми, обновление данных. Онлайн информация. Астрономические данные. Архив. Статистика. Графики."
http://www.lookupuk.com/boards.html,4,0,"Lookup UK - форум",Лондон,"Поиск потерянных друзей и родственников."
http://www.ruzard.com,1,0,"Блог Ruzard'a: жизнь, творчество, проекты.",Москва,"Заметки о создание видеороликов, стихи и мысли на различные темы. Эксперименты с различными способами заработка. Обзор рекламных сервисов."
http://sch7.ru,2,80,"Школа №7",Красноярск,"Сведения о школе и содержании учебного процесса, воспитательной работе. Информация о руководстве, творческих и общественных проектах."
http://www.brooks.ru,2,0,"Brooks - спортивные товары",Москва,"Cпортиная обувь, одежда, аксессуары Brooks."
http://www.mpamop.ru/,1,20,"Натурал стоун - изделия из натурального камня",Москва,"Облицовачная плита и изделия из природного камня (мрамор, гранит, травертин, оникс, сланец, извесняк). Каталоги камня, выполненных работ. Возможные виды обработки камня."
http://www.cosmogony1.narod.ru,-1,0,Cosmogony,Москва,"Вопросы происхождения и развития Вселенной в книгах и статьях А.В. Губенко: ""Эволюция вселенной"", ""Пространство и время"", ""Принцип eдинства"", ""Псевдореальность действительности""."
http://fullsilence.ru,2,10,"Советы по улучшению работы компьютера - блог",Омск,"Практические решения по снижению шума, увеличению быстродействия и защите компьютера."
http://www.who.int/,8,4900,"Всемирная Организация Здравоохранения",Женева,"Новости, статьи, отчеты, документы, библиотеки, ссылки на ресурсы Интернет."
http://www.annadance.su/,0,0,"Серебряный дождь - танцевальный коллектив",Москва,"Руководитель, фотографии, видео, события, победы, публикации."
http://poltso.nm.ru/,-1,0,"Полтавский симфонический оркестр",Полтава,"Репертуар, информация о дирижере. История оркестра."
http://in-pu11.narod.ru/,0,10,"Профессиональное училище №11 г. Кургана",Курган,"Профессиональная подготовка по специальностям: повар, кондитер, парикмахер, продавец, оператор швейного оборудования. Об училище - необходимые для поступления документы, история возникновения, спортивные и культурные достижения."
http://airsoft-kaluga.ru/,0,10,"Страйкбол в Калуге",Калуга,"Материалы по темам: общие вопросы страйкбола, обзоры и тюнинг страйкбольного оружия, аккумуляторные батареи, фотографии и др."
http://www.royalvideo.ru/,-1,0,"Роял Видео - интернет-магазин фото- и видеотехники",Москва,"Каталог товаров: видеокамеры, аналоговые и цифровые фотоаппараты, аксессуары. Описания, технические характеристики. Цены, заказ он-лайн. Условия заказа и доставки."
http://mallko.ru/,1,0,"Маллко, ООО - литье цветных металлов",Москва,"Литье цветных металлов, бронзовое литье, чугунное литье, художественное литье, центробежное литье."
http://markiza1.chat.ru/,-1,0,"Маркиза-1 - продажа карнизов",Москва,"Ассортимент товаров: карнизы, швейная фурнитура, жалюзи. Цены."
http://solist.3dn.ru,-1,0,"Графика - статьи и софт",Краснокаменск,"Статьи о фотографии, графике, изображениях."
http://libraryofsecretorum.blogspot.com/,-1,0,"Library of Secretorum - статьи",Калининград,"Книги, статьи на темы оккультизма, философии, психологии."
http://www.grotto.ru,0,0,"Грот - форум",Москва,"Общение на разные темы. Коллекция обоев для рабочего стола. Ссылки."
http://www.stankoimpex.ru,0,0,"Станко Импэкс - продажа металлообрабатывающего оборудования для листов",Москва,"Каталог оборудования: дыропробивные пресса и установки лазерной резки б/у. Сервисное обслуживание, пуско-наладочные работы, запчасти, инструмент, предоставление гарантии на оборудование."
http://songer.freeservers.com,0,0,"Буков Дмитрий",Москва,"Для друзей и знакомых на память... Песни и фотографии."
http://www.fortkant.com,2,30,"Форткант - торговля музыкальными инструментами",Санкт-Петербург,"Иллюстрированный каталог товаров: рояли, пианино, синтезаторы, духовые, смычковые, шумовые и ударные музыкальные инструменты, аксессуары. Предложение услуг по ремонту и восстановлению инструментов."
http://www.amk-2.ru,2,0,"AMK-2 - модификация игры Сталкер тени Чернобыля",Москва,"Информация о разработке модуля для игры, его обсуждение."
http://stanislaw.ru,2,0,"Станислав.ру - домашняя страница",Владимир,"Об авторе. Исследования. Фотогалерея."
http://mh-proxy.ru,0,0,"Бесплатные прокси",Москва,"Прокси для брута, списки прокси, списки для авторегера, анонимые списки прокси."
http://www.rusrezina.ru,1,0,"Русская резина - производство резинотехнических изделий",Ярославль,"Прайс-лист и каталог продукции: ремни, рукава, смеси, пластины, ленты, формовые детали и др."
http://www.edu.yar.ru/~pcollege/,3,2700,"Провинциальный Колледж",Ярославль,"Сведения об учебном заведении: структура, порядок приема, образовательные программы, олимпиады."
http://www.rostok.org,2,0,"Росток - автономная некоммерческая организация",Сыктывкар,"Помощь детям из неблагополучных семей, как материальная, так и психологическая и социальная."
http://berdos.net,1,0,"Бердичев Форум",Бердичев,"Форум города Бердичев. Обсуждение широкого круга вопросов: жизнь города, бизнес, ИТ, хобби, красота и здоровье."
http://www.roks.ru,4,300,"Рокс - радиостанция",Санкт-Петербург,"История радиостанции. Хит-парад. Информация о программах и ведущих. Афиша."
http://nikab.narod.ru,2,0,"Ника Батхен, её стихи и игры",Москва,"Ролевые игры проводимые Вероникой Батхен, её стихи и проза. Игры - Королева Роз и Холодное Железо."
http://www.lesta.ru/,3,0,"Lesta Studio, г. Санкт-Петербург",Санкт-Петербург,"Студия трехмерной компьютерной графики и дизайна. Трехмерная анимация, мультипликация, видео, реклама и дизайн на телевидении."
http://www.fpsband.ru/,0,40,"F.P.S - о группе",Москва,"История и состав группы, статьи, аудио- и видеофайлы."
http://www.style-himki.narod.ru,0,0,"Style - студия танца",Москва,"Коллектив современного танца: обучение и выступление в соревнованиях. Видео и фотоиллюстрации выступлений."
http://www.ukrest.ru/,3,1800,"Южный Крест",Москва,"Экзотические путешествия в Азию, Южную  Америку, Австралию и Океаниию. Сведения о странах. Фотографии."
http://www.recordsguinness.ru/,1,0,"Гиннесс - Мировые Рекорды",Москва,"Мировые Рекорды, достижения и невероятные способности человека, явления природы, интересный вид животного и насекомого мира, величайшая техника и невообразимые технологии."
http://bdsa.ru,0,240,"Боевые действия Красной Армии в ВОВ - исторический проект",Москва,"Хроника военных действий Советской Армии в Великой Отечественной войне. Операции, карты, статьи."
http://www.hot.ee/s0,-1,1100,"О том как лучше всего заработать в Сети",,"Компании, платящие за серфинг."
http://www.bestposters.ru,1,30,"Bestposters.ru - интернет-магазин плакатов",Москва,"Продажа постеров, плакатов, репродукций, фотообоев. Широкий асссортимент постеров известных групп и исполнителей, кинофильмов."
http://oocms.com.ru,5,0,"Oocms - объектно-ориентированная система управления сайтом",Кемерово,"Создание, продвижение и поддержка веб-сайтов. Примеры работы. Он-лайн заказ."
http://www.laminerva.ru,1,0,"La Minerva - продажа пищевого оборудования",Москва,"Оборудование La Minerva (Италия) для сетей общественного питания и небольших пищевых производств: мясорубки, ленточные пилы, фаршемешалки, шприцы, формовочные машины для производства полуфабрикатов, котлетные автоматы, картофелечистки, очистители мидий, пилы ленточные, терки, овощерезки."
http://www.maginfo.ru,4,500,"MagInfo.ru - каталог интернет-магазинов",Москва,"Информация для покупателей. Добавление магазинов для владельцев."
http://www.sneg.8m.com/,-1,0,"Снег, комбинат",Москва,"Сборка холодильных установок и систем из импортных комплектующих и узлов по заявкам заказчиков."
http://www.lawfirmuk.net,3,60,"Лоу Фирм, ЛТД",Лондон,"Юридические услуги в Великобритании: иммиграция, визовая поддержка, регистрация компаний и их юридическая поддержка, открытие счетов в банках, бизнес-консалтинг, инвестиции, недвижимость."
http://www.wnba.com/comets/,4,0,"Хьюстон Кометс - баскетбольный клуб",Техас,"Команда, игроки, тренеры, статистика, арена."
http://amkob113.narod.ru/bunin/,1,0,"Бунин Иван - писатель",Беер-Яков,"Рассказы, стихотворения, биография."
http://civ.narod.ru,0,0,"Картина Мира",,"Дана целостная, оригинальная, научно-обоснованная теория развития цивилизации и прогноз на ближайшие годы. Ссылки на близкие по направлению ресурсы интернета."
http://blitzkriegyou.narod.ru/,-1,0,"БлицКриг - поп-группа",Москва,"Музыка в mp3. Фотоальбом. Фан-клуб."
http://www.zazolin.com,2,20,"Zazolin Group - финансовая группа компаний",Москва,"Аудит и бухгалтерское сопровождение организаций крупного холдинга и сторонних организаций всех форм собственности и видов деятельности. Налоговый экспресс-аудит, консультационно-информационное обслуживание и др."
http://niksplus.ru,2,0,"НикС+ - продажа канцтоваров и бумаги",Курск,"Бумага для офиса, газетная бумага, офсет, канцтовары, расходные материалы, копиры, кондиционеры, оргтехника, картриджи, мастер-пленки."
http://www.assoy.ru/,2,0,"Ассоя - переработка сои",Краснодар,"Прайс-листы, соевые продукты, оборудование, организация бизнеса."
http://kemrail.narod.ru,2,10,"Кемеровское отделение западно-сибирской железной дороги","Кемеровская обл.","Карты, расписание поездов через проходящих через Кемерово. Схемы железной дороги. Галерея локомотивов паровозов электровозов."
http://exim.com.ua,2,0,"Эксим, ООО - ультразвуковые (УЗИ) сканеры",Киев,"Производство УЗ сканеров для медицинского и ветеринарного применения. Дистрибьютор медицинского, стоматологического, ветеринарного и аналитического оборудования."
http://www.uneko.sso.ru,-1,0,"Юнэко - студенческий педагогический отряд",Екатеринбург,"История отряда, состав. Отрядная жизнь, песни."
http://www.vishnevskii.ru/,4,250,"Вишневский Владимир - поэт",Москва,"Забавные одностишия. Стихи. Заметки. Видеофрагменты выступлений. Иллюстрации к произведениям поэта. Фотоальбом. Авторский скринсейвер."
http://www.britneyspears.com.ua/,2,100,"Спирс Бритни - фан-клуб певицы",Харьков,"Биография. Дискография. Фотогалерея. Аудиофайлы. Видео. Тексты песен."
http://www.orenburg-cci.ru/lds/,-1,1000,"Оренбургская химическая компания - продажа химпродуктов",Оренбург,"Прайс-лист продукции: пиросульфит, лимонная, соляная, серная, уксусная, азотная, ортофосфорная кислоты и др."
http://yourdreamstyle.com,0,0,"Всё о моде, стиле и он-лайн покупках - обзоры, заметки",Москва,"Статьи, обзоры, заметки и советы, связанные с модой, стилем и он-лайн покупками. История вещей."
http://www.okzoavto.narod.ru,-1,0,"ОКЗО-Авто - навесное оборудование",Москва,"Производство защитных дуг и другого навесного оборудования для внедорожников."
http://www.podarki-forum.ru/,0,0,"Podarki-forum.ru - форум о подарках",Москва,"Обсуждение вопросов выбора подарков. Отзывы и рекомендации."
http://klub.onego.ru,2,100,"Спутник - туристический клуб",Петрозаводск,"Спортивный туризм: лыжный, пеший, водный, велосипедный. Проведение походов различной категории сложности, участие в туристских соревнованиях."
http://www.exdesign.ru,3,70,"Exclusive design",Санкт-Петербург,"Полный спектр услуг по созданию, размещению, развитию и поддержке интернет-проектов. Портфолио. Логотипы. Баннеры. Реклама."
http://www.directrix.ru,6,1000,"Directrix - каталог ресурсов интернета",Москва,"Аннотированный каталог ресурсов интернета. Рейтинг. Добавление ресурсов."
http://sexik.narod.ru,-1,0,"Windows XP",Москва,"Описание операционной системы, информация о реестре Windows. Небольшой учебник по созданию html-страничек."
http://nasos.nordnet.ru,-1,20,"Промнасос - продажа насосов",Ярославль,"Каталог продукции: насосы, электродвигатели, двигатели ЯМЗ и ТМЗ, вентиляторы, дымососы."
http://denhamburg.me/,1,0,"Дэн Гамбург - личный блог",Гамбург,"Авторские заметки о заработке и инвестировании в Германии. О личных достижениях и планах в инвестировании, о знаниях и интересах в области личных финансов. О саморазвитии, о здоровье, о некоторых аспектах жизни в Германии."
http://elan.express.net.ua/,3,0,Элан,Запорожье,"Производство широкой номенклатуры кабельно-проводниковой продукции. Цены."
http://chehov.niv.ru,5,400,"Творчество Антона Чехова - электронная библиотека",Санкт-Петербург,"Рассказы и пьесы Чехова, статьи о его творчестве."
http://www.OMEN.spb.ru,0,20,"Практическая Магия.",,"Основные понятия Магии. Роль практики в Магии. Книги, трактаты. Форум."
http://www.kont.ru,1,0,"Контакт - риэлторская компания",Москва,"Все виды риэлтерских услуг на первичном и вторичном рынке жилья. Маркетинговые, юридические услуги, справки. Обширная база данных."
http://dneprmeteolink.hop.ru/,-1,0,"Погода Днепропетровска",Днепропетровск,"Погода Днепропетровска, погода мира, погода разных стран."
http://veles-sib.ru,3,210,"Велес - производство и продажа изделий из стеклопластика и искусственного камня",Новосибирск,"Изделия из стеклопластика и искусственного камня: бассейны, емкости для питьевой и технической воды, фонтаны, водопады, водные аттракционы, архитектурные элементы для оформления фасадов и внутренних интерьеров, купола храмов, ритуальные принадлежности и др. Строительство аквапарков ""под ключ""."
